-75,-375,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-74,-374,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-75,-374,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-74,-375,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-74,-373,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-75,-373,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-73,-375,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-73,-374,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-80,-379,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-78,-380,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-78,-378,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-79,-379,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-78,-379,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-79,-380,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-79,-378,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-80,-378,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-77,-379,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-77,-378,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-76,-380,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-77,-380,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-75,-380,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-73,-377,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-75,-376,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-73,-378,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-76,-379,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-74,-377,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-76,-378,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-73,-379,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-75,-378,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-73,-376,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-74,-380,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-74,-376,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-75,-379,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-74,-378,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-74,-379,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-75,-377,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-76,-376,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-80,-377,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-79,-373,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-76,-375,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-78,-373,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-79,-377,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-78,-377,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-77,-373,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-77,-374,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-78,-374,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-79,-374,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-80,-374,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-76,-374,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-76,-373,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-77,-375,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-78,-375,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-79,-375,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-76,-377,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-80,-375,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-78,-376,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-79,-376,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-80,-376,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-77,-377,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-77,-376,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
-80,-380,6cc9EQTYJxgCSpg3034hCwNFpjI=,4ui1J38yLJFTrSFWXqUYlIG1iL4=
-73,-373,6cc9EQTYJxgCSpg3034hCwNFpjI=,kcInGJB3Nw51AuXv0P30ScAHERo=
-73,-380,6cc9EQTYJxgCSpg3034hCwNFpjI=,LxBG/iV2QTo1D/YfSrl9IqOy/BQ=
-80,-373,6cc9EQTYJxgCSpg3034hCwNFpjI=,BjOig5gd0JkEt9X/1C8dk1d5hJg=
